,c1
12985,while watching robert bentons sublime adaptation richard russos novel
12986,principal pleasure directed robert benton characters carefully drawn veloped rather applied like many cals dimensional wintry landscape
12987,an old hand kind heartwarming fare
12988,newman clearly owns part sully
12989,a brilliant script
12990,seeing restored version like unrstanding last difference world
12991,the director rs could create world
12992,a true cinematic touchst
12993,there wonrfully exciting action scenes
12994,by restoring minutes 
12995,incredibly involving exciting piece making
12996,sam peckinpahs masterpiece
12997,although peckinpahs important way another
12998,a western
12999,peckinpah tells intense tales male bonding
13000,the highlight genre traits
13001,peckinpahs masterpiece
13002,a landmark western 
13003,sam peckinpahs 
13004, absolute  short history medium
13005,vio essay famous breathtaking bridge explosion sequence
13006,the wild bunch american masterpiece
13007,its 
13008,it certainly  westerns ever 
13009, artistic achievements th century bloody awesome western boot
13010, spectacular victim success
13011,remains hugely impressive
13012,my favorite western staunch co loyalty ethics employed men outsi law
13013, drives foreg conclusion sureness arrow
13014,result strongest emotional kickbacks wild bunch emotions shane intellect
13015, est westerns
13016,although st pleasing eyes
13017,raimis choice give comic booklike aura mingled camp grit fitfully energetic entertaining moments
13018,sam raimis overthetop homagesendup old westerns actually succeeds making sharon st believable gunslinger
13019,rarely dull
13020,what raimi cant find center hankers us giggle brutal archetypes hes parodying warm
13021,this wonrfully directed sam raimi
13022,awesome western raimis technique heightens standard gunfight drama
13023,see surprising
13024,a adpan black comedy
13025,sam raimi lot interesting quick ad sharon st plays convincing female gunfighter
13026,plot lowcamp rge thriller excuse line ass cowboy or girl opposite another let eyeballtoeyeball fireworks fly
13027,a pareddown premise thats employed predominantly entertaining and sporadically spellbinding effect raimi
13028,chevy chase save dog might otherwise
13029,pretty weak family comedydoesnt hurt help
13030,its shame rs born wild went lengths create absolutely convincing gorilla via technical wizardry waste efforts trite
13031,most chances humor downplayed favor heavyhand
13032,screenwriters paul young john bunzel cant ci whether theyre making slapstick comedy impassid ecological statement harmless babysitter
13033,braindamaged adaptation book brilliant begin with
13034,hiaway s horror  seen or forgot about
13035,favorite james whale 
13036, creeeeepy horror classic
13037,grandly entertaining
13038, picked pace rattles along nicely
13039, funny bloodcurdling turns
13040,spanking digital restoration james whales funniest
13041, fun
13042,the brilliant cast
13043,the light shadows wonrfully played
13044,thrillingly scored max steiner featuring backdrops believe
13045, camp classic
13046,women adventurerimpresario merian c coopers schoolboyish action yarns rarely allowed any get kidnapped rescued
13047,difficult get excited adventures seemed  impression participants
13048,a pleasant back school gift college bound her fans
13049,robert hamer directed intelligent restraint comedy lacks sharpness
13050, weak finish
13051,liciously dry droll
13052,lightful
13053, void real tension thrills
13054,needless unveloped subplots dissipate clean suspense original
13055,carpenters updating classic chiller mediocre 
13056,an enjoyable
13057,theres no static stalled fright vehicle
13058, improvement original
13059,surprisingly fun horror no new
13060, close original
13061,not 
13062,the story set across ca would easy pick apart
13063,the real shock came noticed woman filing premiere screening besi actually marked rating card excellent gra
13064,its kind appears rs unrstand storytelling
13065,john carpenters version original story compelling absolutely entertaining
13066,moments princess want clap pleasure
13067,a lightfully enchanting family fantasy
13068,a princess lightful bring children
13069, character was indian manservant almost spoke powerful eyes
13070,mexican director alfonso cuaron gives nice feel new york girls school time though actually novel set english girls school
13071,from exquisite costumes remarkable set sign superb performances
13072, shirley temple version book came closer capturing saras vitality
13073,truly captivating childrens  got due theaters
13074,a bright
13075,exemplary version frances hodgson burnetts novel
13076,wonrful lly girls triumph
13077,this new version frances hodgson burnetts childrens classic boasts rate production values political sensitivity befitting s
13078,cuaron finds perfect style trusted formula could routine kids stuff flourishes sure feeling space
13079, uses studio resources create entrancing world new york heroines fantasies india
13080, childrens past quartercentury
13081,purely innocent
13082,almost dreadful spark reassessment brooke shields endless love
13083,competent yet asinine
13084,nice look
13085,plays less like gritty actioncomedy picture aspires like disingenuous minutes slick hollywood inanities
13086, halfhours worth nonsense middle keeps boys  break proposition
13087,pretty amusing shootemup
13088, boys certainly pretty
13089,surprisingly enjoyable action comedy
13090,ultrastylish buddycop comedy benefits strong chuckles lots highend hem
13091,actioncomedy extravaganza gets this
13092, buddy martin act like old time friends
13093,highly entertaining ridiculously forgettable
13094, particularly funny
13095,thats michael bay right some simply effectively actually sense expensively
13096,this pretty conventional fare
13097,frantically slick thoroughly enjoyable extravaganza
13098,rousingly saturday night fun
13099,you rest assured whe glass object hoves view
13100,entertainment gratingly commercial
13101,perhaps misguid effort capitalize stars comedic talents
13102,smith lawrence comic energy least half hour sublimely enjoyable  spirit bloated gargantuanism s over
13103, pairing martin lawrence smith generates winning comic chemistry
13104,surprisingly aged mids action classic boosted central hanr bays commitment kinetic carnage
13105,the licate creation
13106,brilliantly evocative
13107,ceptively quiet celebrates ordinary life art storytelling
13108,interesting drama thriller elements
13109,disneys meaning solemnity seeps characters like spilled ink
13110,enjoyable
13111,with original score alan menken gilbert sullivanish songs menken lyricist stephen schwartz
13112,animated incredible beauty
13113,taking advantage studios breathtakingly intricate animation
13114,disney serves praise raising ante ambitions animation next time
13115,disneys rd animated feature serves follow beautiful footsteps beauty beast earn oscar nomination picture
13116,centers upon heroine whose soul spirit worth emulating
13117,bes true historical figure pocohantas reducing status sexy native american barbie
13118,damage revisionist history impose young minds offset htly inspiring thoughts pocahontas offers
13119, disneys 
13120,surprisingly unrstated mature romantic drama happens animated
13121,true ialized spirit
13122,pocahontas touching tribute power loyalty
13123, explain tolerance diversity young family
13124, disney cartoon fun it
13125,disney artists created vivid palette picture
13126,the story clearly told
13127,a handsome
13128,fine kids expect history lesson
13129,the  surprise quick ending
13130,frustrating opportunity actual ts  
13131,strange see veidt romantic hero role
13132,exciting story dramatically put excellently directed
13133,altons cinematography lowbudget joy using darkest blacks brightest whites smashed together frame
13134,top notch noir flick directed anthony mann nnis okeefe starring
13135, daves western featuring ford lemmon
13136,daves brings kind gritty realism strong sense framing
13137, hardboiled western less usual frontier hokum
13138,heart cowboy reveals emptiness masculinity celebrated red river
13139,a fine premise
13140,story enjoyable any wi range ages
13141,though rs romanticize farm life
13142,its rare see kind care expend family picture
13143,silk purse among childrens entertainment
13144, family 
13145,a hilarious fantasy
13146, pig darn cute
13147,long since ive genuinely cared characters lighthearted story like nearly wept joy
13148,charming ingenious hit
13149,its clever
13150,babe  charm wit
13151,unrlying tricks allowed upstage story humble sweetness
13152,if people would like animals
13153,heartwarming babe pigs lassie dogs leaves cheering more
13154,a lovely
13155,a moral masterpiece honoring values hospitality
13156,its story tenr sentimental
13157,entertaining moving
13158,babe weird wonrful charmer based dick kingsmiths popular childrens story
13159,a sweet
13160,lightful family treat
13161, five est family ever possibly pure magic
13162,charming
13163,seemingly effortless synthesis humor pathos is almost wonrful ability capture sense awe fear attends youths initial exposure big wi world
13164,surprising charm
13165,australian director chris noonan producer george miller show real talent imagination
13166,babe provis stunning revisionist barnyard politics
13167,dazzling family entertainment enormous charm utilizes breathtaking technical innovation
13168, children  care
13169,hero childrens babe probably summers likable character pig appealing family swearing hot dogs
13170, exceptional technical effects graceful ability entertain
13171,the plot provis worthy lesson kids
13172,light start finish captivate children melt heart grumpiest adult
13173,its comedy animal manners funnier cannier recent human relationships lovely
13174,hes brave bright
13175,thanks trained live animals
13176, surprise
13177,wise
13178,paradise lost reimagined droll b horror picture walken terrific
13179,chris walken worth price admission
13180,topnotch combination supernatural thrills walkenesque sensation
13181,christopher walken wonrful 
13182,i like think walken flipped script
13183,surprisingly
13184,it potential
13185,s real star suffering sexy
13186,gibson manages keep epic afloat solidly grounding wallace viewers heart mind
13187,gibsons raw energy storytelling power braveheart unniable meet ambitions
13188,i continue enjoy watching rewatching
13189,the is intentid ambitious
13190,the story quite compelling
13191,gibson created completely aquate morn facsimile classic romantic epic
13192,vastly entertaining powerful 
13193,bit restraint gibson might  instead merely pretty 
13194,as far oldfashid story historical oppression goes
13195,grand cinematic adventure
13196,excellent battle scenes complement historical epic mans quest free people
13197,mel gibsons braveheart probably history
13198, spectacular entertainments years
13199,picts adventures legendary th century freedom fighter
13200,superior lot love it
13201, weakest ever win picture oscar
13202,a big splendorific hollywood epic thats exactly original clichefree
13203,heart mel gibsons tumultuously entertaining epic almostquaint notion heroics mean some play coveted box office mographic
13204,so inspiring message girlfriend channeled
13205,braveheart huge historical epic directed gibson balanced blend romantic documentary styles
13206,a huge
13207,completely ht
13208,if like hollywood big
13209,succeeds bringing life reality scottish patriotism brilliantly captures spirit revolution
13210, acting
13211,mel gibson throws whole heart role acts conviction
13212,many al battlefield heroics seriously attempt fine heroism
13213,sophie marceau adds touch gorgeous beauty full review spanish
13214,in absence satisfying moral dilemmas
13215,terrific primitive way
13216,excellent action sequences full review spanish
13217,braveheart masterpiece
13218,though gibsons smart subject really aware
13219,braveheart beautifully shot
13220,boasts fine performances hunter weaver
13221,half serial killer thriller cast helps immeasurably
13222,its kind title any would seek
13223,gives weaver equal billing favorite southern spitfire
13224,for any likes stoke adrenaline anxiety
13225,like string rippedoff scenes pumped slomo stunts ccs bodyasspecialeffect
13226,cindy crawford 
13227,works thriller any lives entirely present longer memories find grows increasingly funny rolls along
13228,crawford packs phallic pistol traipses rain transparent slip share fantasy
13229,enjoyable 
13230,fair game leaps burst violence next feels like ultraviolent program mtv
13231,this catastrophic conglomeration puritanical repression morn sensibilities squanrs terrific acting talent sumptuous production values
13232,stunts beware sub cliffs notes script s liberties text elizabeth berkley pole showgirls
13233,literary purists aghast liberties n original text
13234,though unclear audience would faithful rendition hawthorne novel
13235,sweepingly romantic formulaically fulfilling tale set oppressively patriarchal staunchly religious midth century
13236,the script douglas day stewart gives new meaning phrase free adaptation
13237,love book hate
13238,if read book know ending lets say indians flaming arrows come rescue manage keep straight face
13239,not bear resemblance source novel
13240,freely adapted novel nathaniel hawthorne
13241,for talent display
13242, cast taking seriously ined
13243,this fixing cracks love
13244,perhaps realistic holiday ive ever seen
13245,asi effective
13246,the quite work goofball parts funny theyre meant be enjoyable stretches
13247,its likeable cosy
13248,there  contained within home holidays suppose critics love show
13249,holly hunter amazing watching get sense characters whole life
13250,with keen actors instincts
13251,foster keeps party hopping
13252,holidays time year theres place like jodie fosters liciously warmhearted observed comedy
13253,any screen shares likes danes
13254,you want spend time
13255,hundreds covered territory results
13256,spirited un
13257,lame attempt trying feel 
13258,a wonrful
13259,has spirit ostensible shapelessness pure cassavetes
13260,fair share laugh loud moments al heart
13261,funny
13262,home holidays perfect representation say cant go home again
13263,kicking screamings familiarity breeds caustic finitive contentment comes uncloaking popular twentysome trend toward guybrightbutlite
13264,writerdirector noel baumbach establishes ear commentary wryguy opening graduation party
13265,whats screen familiar worth lauding
13266,i like people talk interestingly
13267,hilarious example graduate
13268,stands amongst twentysome fresh college crop 
13269,baumbach assured writingdirecting but
13270,smart performed captures time feeling grace intelligence
13271, navelgazing comedies period
13272,sporadically funny achingly predictable plot enjoyment hinge whether think ferrell comedy god
13273,clever
13274,baumbach puts trust tails
13275,a fascinatingly ht portrayal time
13276,shadows unfinished picture sense word yet fitfully dynamic
13277,its importance velopment american inpennt movement cannot overstated
13278,cinematic improvisation as end credits mention amateur vitality
13279,cassavetes startling but piece
13280,impressionistic whirl worth thousand fumbled words
13281,again line acting living erased caught ecstasy collective creation
13282,shadows is far ahead hollywood inpennt seen it longer look official cinema know american cinema sensitive intelligent
13283,there humor
13284,roger michells captures jane austens insight social hypocrisies elegant sense irony
13285,cant help think austen would pleased seeming plain jane picture could beauty spirit
13286,theres wonrful
13287,michells approach persuasion indicates rarest literary translators  genuinely interested works themes
13288,persuasion perfect 
13289,austen always fun read
13290,enjoyable
13291,persuasion jane pain
13292,whew sitting minutes persuasion true exercise persistence
13293, emotional work byfaces eyes
13294,as gloriously romantic giddily hilarious
13295,the offers pleasures austen novel
13296,following novel unhurried fility
13297,persuasion proof repressed love stories sweetest payoff like anne
13298,jane austen love story admirable heroine
13299,persuasion lets superb period tail intru emotional realism romantic suspense
13300,extremely intelligent textured 
13301,for esteemed
13302,the tarts strong jibes target laughoutloud funny t subtly alters course plot tied end
13303,the result un often funny onthemark
13304,when focused suzanne fluffy lap dog
13305,the licately featured phoenix yes
13306,from opening credits
13307,nicole kidmans work inspired clothes
13308,to die share truly licious sequences
13309,with wit
13310,to die could 
13311,script smart cynical
13312, witty smart funny thats rare combination days
13313,wickedly funny cleverly told
13314,irresistible black comedy wicked light
13315, black comedy featuring kidmans performance
13316,gus van sant directed sharp black comedy obsession television celebrity culture
13317,like roseanne
13318,smart wicked light
13319,highly recommend
13320,grotesque black comedy
13321,a smart black comedy skewers americas fatal fascination television celebrity
13322,kids certainly lap adults guess plot five minutes left drumming fingers remaining hourandahalf
13323,writer borah an davis director andy tennant fully aware absolute predictability material therefore getting inevitable ending fun possible
13324,reasonably  classic
13325,the unrlying sentiment conveyed effectively
13326,adorable munchkins cloying brats judge
13327,rs positively remember public story public trust
13328, work grain louis rochemonts newsreel tidiness
13329,though kazans 
13330,excellent 
13331,a 
13332,fans kazan star dana andrews likely appreciate boomerang
13333,the picture masterpiece suspense dana andrews gives another fine performance ethical prosecutor arthur kennedy excellent prisr lee j cobb splendid ht cop
13334,whether find exhilarating
13335,scorsese company  theyve got down system unto itself
13336,overstays welcome
13337,in way fantastic sets
13338,martin scorseses fascinating new casino knows lot mafias relationship las vegas
13339,scorsese co  
13340,a vegas masterpiece
13341,visually impressive
13342,its ambitious 
13343,fascinating behindthescenes look mobs control lasvegas s
13344,scorsese proves true master mob drama
13345, full missed opportunities
13346,safe bets finitely scorseses rollicking mob drama casinointense wickedly wry pesci livers another comedic performance drenched tramark caustic vibes
13347,it scorseses est work
13348,martin scorseses casino absolutely brilliant thats enthralling equal masterful fellas mands seen least twice
13349,casino reminds many ways brilliance fellas
13350,production values brilliant
13351,its actors fault able break gorgeous chilly surface watch casino respect appreciation
13352,st seems trying enter passionate 
13353,so long casino stays focused excesses language
13354,accomplished carries unshakable feeling weve seen before
13355,scorseses skill creating brevity kaleidoscopic canvas commands respect
13356,calculated entertaining special effects extravaganza
13357, 
13358, away cgi hem emerges rather touching tale second chances innocence prematurely lost
13359,a visually impressive exhilarating adventure keeps suspense
13360,unsatisfied cute
13361, special effects exciting adventure stuff bit slow buildup unnecessarily ad parents
13362,effects world cant disguise thin plot
13363,this smart
13364,like rest johnstons oeuvre
13365,some thrills
13366,the joy jumanji sparingly director joe johnston ploys arsenal computers
13367,r joe johnston infused jumanji appreciatively oldschool feel thats reflected many attributes
13368,dwayne johnson jungle vip entertaining sequel loved robin williams caper
13369,with plenty laughs
13370,the actors uniformly 
13371,updating kind fanciful exercise far suited stage literal confines screen
13372,a fantastic flick
13373,combines shrewd unrstanding shakespeare healthy
13374,while curious clash nearmorn setting olr source material might seem confounding
13375,ial crossover fodr mainstream audiences
13376,a rare visual intellectual vigour
13377, part entire sets tony burrough
13378,english actors speak verse rhythmic ease assurance mckellen maggie smith
13379,stylistically terrific moments
13380,this shakespeare exciting  dubious
13381,bold rousing
13382,grand manner shakespearean tragedies
13383,interesting mornization shakespeare
13384, concept mckellen still rules shakes works
13385,ian mckellen plays richard iii
13386,triumphant crookback king different oliviers s historical pageant chalk malmsey
13387,as played mckellen
13388,in shamelessly entertaining display acting brilliance
13389,mckellan helped cause writing screenplay captures essence shakespeares play also working perfectly 
13390,richard iii kind earns right interpret bards ias alternate perspectives sacrificing core values integrity
13391,on simplest satisfying level
13392,with screenplay cowritten mckellen crackles spits like roasting pig
13393,heat epic feels like stunt
13394,boosters touts use term major often likely generate yawns excitement point back basics heat major major stars major acting
13395,cast performances heat awesome
13396,as credits finally rolled
13397,heat generates lots energy gives light
13398, recommend pacino niro finally share  scenes together
13399,fans stars probably find worth while
13400,heat impressively strong script mann
13401,director michael mann created masterpiece
13402,all adds weight tension provis lot actors opportunity ht
13403,cop crime stuff bulk  thought directed
13404, veteran players like tossup plays cop plays guy
13405,powerful compelling drama similiar men opposite sis law find collision course
13406,michael mann works actors
13407,there plenty cops robbers stories like heat years
13408,its gorgeous valentine three leads neither pacino
13409, est crime time
13410,it remarkably powerful
13411,with niro pacino excellent form
13412,this simply american crime  ined
13413,robert niros last role voted selfparody
13414,i admire manns emotional commitment sense style
13415,directors signature sleek romantic aesthetic reason  seat operatic threehour marathon
13416,always wonred pacino niro flipped coin began shooting see would play part
13417,conversation heat perfectly executed eloquently intertextual moments history american cinema
13418,the taciturn niro braying pacino share flawless scene cup coffee
13419,just seemed hope crime lay postmornist artifice like pulp fiction
13420,theres no really new lengthy thriller writerdirector michael mann cops robbers los angeles
13421,an odd though often entertaining blend asphalt jungle oprah
13422,there going party actors bring it fortunately
13423,heat becomes consistently interesting forges toward minute mark
13424,though punctuated bursts virtuoso action
13425,heat peerless lesson clusters concrete glass look beautiful
13426,precious exchanges legendary actors al pacino robert niro worthwhile
13427,lively
13428, sheer visceral pleasure jet lis charisma
13429, bodyguard beijing
13430,li exus magnetism sexual banter fair damsel credible
13431, works straight horror quite gory inky blackandwhite photography adds intensely mood meditation morality
13432, taste certainly haunting theme visuals
13433,love hate
13434,given talent involved
13435, ferraras idiosyncratic yet popular slices misanthropy
13436,its got remarkable visual texture
13437,no matter
13438,ferrara looks eper truths right wrong live choose embrace darker si nature yet
13439,harrison ford julia ormond chemistry
13440,surprisingly lightful fresh romance
13441,fords adpan livery perfect
13442,sydney pollack miraculously almost pulls updated homage simply choosing popping champagne corks us believe wealthy still glamorous donald trump
13443,rich kind conversation 
13444,just satisfying
13445,warm clever romantic comedy stands offers time hours  myriad implausibilities
13446,handsome re plays homage wilr flick
13447,proves flimsy reed successfully replanted
13448,buoyant adult fairy tale love transformation
13449,a effective updating old ragstoriches tale
13450,blossoming radiant color
13451,quite original
13452,retains wit charm original winner
13453,pleasing re strong cast classy script
13454,see original
13455,a lovely
13456,ormonds face certainly hard gaze
13457,its hard imagine actress today reprising audrey hepburns graceful charm
13458,flaccid re classic romantic comedy
13459,uglyducklingintoswan stories fun
13460,sydney pollack directs sort polish easy granted cas ago almost looked like classicism 
13461,sabrina think actually successful re ever 
13462,regardless dated stylishness which still holds remarkably ca later
13463,this animated based comics title fun accept terms
13464,genuinely outrageous occasionally brilliant coupling american animation classic earlyeighties heavy metal
13465,a wildly sophomoric stupid cartoon celebrating gore
13466,visually stunning time stunningly juvenile rest
13467,heavy metal animated verve
13468,any era love
13469,initial segments boisterous blend dynamic graphics
13470,archly stunted incalculably influential
13471,finitely watchable fans appreciate exploitative pulp nature magazine set excellent rock music
13472,heavy metal proposes narrative always intelligible
13473,patched together familiar stuff arnt fans genre find hard stay interested
13474,about  said action scenes
13475,a treat jeanclau van damme fans
13476,exciting often predictable reteaming timecop star jeanclau van damme director peter hyams
13477,sudn ath  action thrillers also jeanclau van damme building years
13478,works entertaining mix action unintend comedy
13479,mildly satisfying highenergy romp complete outstanding professional hockey footage intense physical confrontations
13480, clean fun
13481,van damme buttkicking 
13482,instead scoring surefire premise
13483,feels like giant copout
13484,an entirely superb experience 
13485,profoundly affecting touch eply perhaps prompt reexamine notions issues hand
13486,   us reflect convictions beliefs ad man walking powerfully forces reflection compellingly ambiguous subject matter superb performances sarandon pe
13487,a daring stand daring
13488,objectivity controversial fascinating
13489,an intelligent
13490,intense yet subtlely handled level
13491, ever walking green mile performances penn sarandon move you
13492,s truly  passionate viewpoint still acknowledging dignifying feel differently
13493,penn proves stop writing directing stick 
13494,the neither indulgent portrayal emotionallycharged subject matter
13495,to say neither capital punishment disingenuous still
13496,a powerful provocative  quite work art
13497,important beautifully  too
13498,intense s athpenalty drama cursing
13499,its strong 
13500,penn plays matthew quiet
13501,we go expecting inspired uplifted
13502,especially heartrending thanks superb performances james earl j richard harris
13503,eloquent moving screen interpretation alan patons classic novel set south africa aling transforming power forgiveness
13504,beautiful piece work
13505,an intense study sibling rivalry set seattle music world
13506,might favorite example compels toward binaristic assumptions keeps outwitting
13507,nearly perfect nearly total screwup
13508,wuthering heights competent
13509,because miss brontës wuthering heights fies easy consistent interpretation director
13510,obviously aiming cultural respectability
13511,superb version classic love story
13512,i admire courage always welcome presence harry andrews as earnshaw
13513,directed keen action instincts woo brought killer
13514,this promising premise
13515,a perfectly entertaining
13516,an intricate
13517, wooeuvre john travolta acts like highschool junior getting play  time thats knock worse
13518,inane thriller penchant nuke purpose
13519,somewhere potentially fascinating story mans life
13520,virtues cosmetic
13521,for like show bit different world different time
13522,solid entertainment
13523,lively
13524,phantasmagorical late bloomer s long time find follow path heart
13525,since robust thcentury picaresque tale enjoying current vogue
13526,an interesting evocation cant era marked opulence
13527,engaging un
13528,gorgeous
13529,michael hoffmans restoration handsome
13530,yeah
13531,farley funny loser buffoon tradition guys look like slept shop class graduated year tech course anyway
13532,theyre certainly aykroyd belushi
13533,spa plays straight man
13534,works anarchic
13535, succeeds setting situations ready yucks key problem intend humor fails register audiences yucks ballot
13536, comedy succeeds most aim provi minutes harmless diversion
13537,imagine tommy boy rapier wit genius making technique counted sincere laugh full minutes
13538, tommy boy look like agra material
13539,transcennt comedy starring top tragically fated comedy teams time
13540,the charming farleys screen efforts
13541,though always taste
13542,its nice see together
13543, remembered masterful comedy classic
13544,it remains reasonably faithful original short story
13545,screamers oozes atmosphere dark borrows heavily likes alien 
13546,might g straight vio instead theater screens
13547,sacrifices last traces plausibility common sense sake surprise twist experienced viewer could predicted ages ago
13548,cool could
13549,a fun
13550,based short story nutball scifi writer philip k dick
13551,plodding treatment interesting storyline
13552,the cheap b version scifi 
13553,plenty albeit rivative ias evint potential clash contrived concepts
13554, give viewers ia shakespeare play
13555,passion
13556,othello mesmerizing screen version shakespeares drama gets high marks memorable lineation redhot heart jealousy
13557,davies admirable job connsing sprawling action
13558,recommend yet seen shakespeare 
13559,mr branaghs superb performanceguarantees immediacy audience unrstand
13560,fine shakespeare adaptation
13561,fine shakespeare adaptation
13562,an entertaining
13563,a cent version shakespeares reliable play accessible
13564,laurence fishburne actor talent
13565,like hero
13566,theres certain amount camp value overthetop thriller
13567,theres sense shrewd observation throughout substitute come alive seem quite cuts usual genre fare
13568,really fun twist dangerous minds scenario
13569,begins watchable quickly generates nobrain action flick produces ton risive laughter
13570,worth time occasional nuggets interesting action
13571, lovers study diaboliques si si
13572,hollywood rs keep messing around screwing past successes
13573,silly update french classic ending unforgivable copout
13574,chechik fails create real suspense thrills seamlessly juggle serious thriller aspects black comedy
13575,if least person search discover original version
13576,its  want call helpful advice screen
13577,tracy reading hemingways linesbrings simple dignity nobility hard match
13578, cant proper justice literary masterpiece
13579, created complete monkeys
13580,  teenager intelligent articulate usually permitted american 
13581,think nnis hopper played many crazies 
13582,director barreto fine eye composition knowing heart human emotion
13583,mature irving gets naked husband
13584,carried away brilliant evocation rural life repressed lust ten 
13585,dry formulaic retelling cautionary tale know now
13586,tries incorporate almost noir elements heartland love story blending feels inorganic composer bruce broughton help matters coating moment repetitive
13587,i carried away lolita like cautionary tale
13588,a speedy rousing adventure
13589,interesting totally familiar
13590,with grace discipline displays front camera
13591,at  half
13592,like original  tv series
13593,formulaic kidgetswhippedintoshape neerdo uncle flick wood hogan offering likable performances offset charm wonrful dolphin
13594,as forum actors bigscreen directorial but multiemmy winner gregory hoblit
13595,consistently entertaining
13596,an ambitious 
13597,works quite mystery courtroom drama
13598,the plot engaging
13599,helped ly excellent performances leads
13600,heroes heroes believe orr theyre capable orrs championing restoration
13601,an unfolding mystery truth elusive
13602,a solid drama thats elevated alltooconsistent basis nortons impressively hypnotic work
13603,summer crowdpleaser worthy wind
13604,the story pretty thin
13605, experienced picture could  going
13606,blatantly pirated stuff hopefully screenwriters michael crichton annemarie martin paid handsomely recycled ias
13607,like twister really like it okay love it
13608,its perfect motion picture roller coaster fun
13609,playing tornado hunters jo bill harding
13610,hunt paxton play learn whole lot characters
13611,the walltowall special effects
13612,adrenalinpumping thriller leaves ep respect terrifying power nature
13613,n individual characters draw compassion uncharismatic heroes blackandwhite villains
13614,the effects 
13615,enjoy cow flying
13616,formulaic writing awesome visceral thrills
13617,excellent example hollywood fx blockbuster become show substance
13618, fun watching weather report
13619,specialeffects highlight jan bontdirected blockbuster thats ruined cliched plotting irritating characters
13620,going recommend twister three reasons
13621,twister brilliant machine speed
13622,plot thin characters shallow cares picture sound knockouts
13623,surely ever suggest dumbeddown girl friday
13624,it fashionable like twister
13625,know trouble cow provis moment authentic human interest
13626,while special effects clearly star masterwork
13627,a throwback psychosexual thrillers s
13628,consistently superior s thriller
13629,its interesting way spend hourandahalf
13630,sheen spends kind sweaty apoplexy  worry health
13631,a hokey summer entertainment full big machinery
13632,its like sout glossier sheen
13633,the arrival  minutes long heavy useless scenes learn far sheens relationship girlfriend
13634,its strong
13635,a premise
13636,the cgi alien special effects soso
13637,this romance troubled
13638,convincing mesmerizing interpretation literary classic charlotte bronte
13639,interestingly lowkey classic unrplaying rochester
13640,st morrow terrific convincing published 
13641,the melodramatic ending sorts approved style genre
13642,salutes hardwon bounties hope
13643,last supper satisfying macabre way
13644,manages thoughtprovoking chock full dark humor
13645,a brave effort timid time
13646,lectable black comedy
13647,know hands last supper directed scene
13648, premise undoubtedly lure liberal faction theyll surprise
13649,the last supper shows darkly effective visual style
13650,last supper clearly shows noble principles use people cant overcome lack common sense
13651,flick seems like long told joke thats enjoyable listen lack truly resounding punchline
13652,liciously dark
13653,thought behind broad humor
13654,cynthia robertss poignant courageous
13655,this impressive but feature stacy title wobbly technical moments  unrveloped narrative strands
13656,i thoroughly enjoyed cold comfort farm watched
13657,cold comfort farm hysterically funny regular rears hardy
13658,thanks schlesingers exacting direction malcolm bradburys witty
13659,mr schlesinger draws lively performances cast surprising variety secondary sights
13660,while premise sounds like charles dickens tragedy comedy
13661,what could welcome classic english comedy
13662,skewers dark romantic novels rural england shows control freak find happiness
13663,sweet
13664,the genial itsonlya attitu sets apart
13665,inpennce day backs commonlyheard claim success often  story compelling characters big stars
13666,i care critics respect say 
13667,theres precious reward plumbing worldhistorical implications screenplay
13668,inpennce day throwback traditional entertainment oldfashid
13669,coulda contenr
13670, bits pieces scifi flick ever loved it
13671, like advertisement fense spending
13672,whats truly amazing inpennce day moves quickly
13673,you know going inpennce day terrific effects loads action rs also carefully crafted appealing characters several relationships
13674,inpennce day hollywoods poster child signbycommittee blockbuster
13675,the build terrific
13676,like cotton candy high caloric treat thats always fun taste buds else
13677,its ambitious competently put together
13678,the picture ultimately fun
13679,ultimate special effects spectacular
13680, prime guilty pleasures time
13681,no wants see needs recommend
13682,splendidly cheesy entertainment
13683,insanely pompous brilliantly exhilarating equal measure
13684,be rs mission boldly go hollywood g before bank
13685,it would call 
13686, summer blockbusters ever 
13687,sonnenfeld directed gusto precision vaguely plotted often hilarious screenplay
13688,id presses current hot buttons efficiency hard keep mind kicks major butt mean 
13689,i think whats rewatchability factor
13690,a scifi story constellation brightest star elements german director emmerich helm
13691, professes any escapist entertainment
13692,but thats masking were afraid admit manipulated liking 
13693,inpennce day perfect still fun hot summer night
13694,a fun
13695,excessive attention subplots multiple love stories
13696,summer action entertains afternoon fas away
13697,what rock pay homage classic
13698,the real thrill ri
13699,the rocks ads urge get ready rock seeing energetic actionpacked ri truly rock
13700,excitement rocks selling point
13701,freneticaly paced action flick truly thrills
13702,parts action terrifically 
13703,tough hard sounds also fun
13704,for allout amusementpark entertainment
13705,above mission impossible twister put together  bloated
13706,in summer already bursting seams amazing special effects stardriven excitement
13707,connery role
13708,it original
13709,a rousing action picture generous dashes humor
13710,entertaining action
13711,un festival dmolition aussi grandiose que profondment immature
13712,the yarn share gaping holes jawdropping improbabilities
13713,the  asset oldfashid
13714,san francisco awesomely beautiful
13715,the pleasures familiar
13716,this kind offers most entertainment theater
13717,a lightweight action adventure
13718,a throwback days superheroes basically cheerful
13719,nice see  old way
13720,i love character phantom purple costume
13721,any looking comicstrip excitement could lot worse
13722,whole lot fun
