,c1,sentiment_neg,sentiment_pos,sentiment_neu,sentiment_compound,sentiment
31985,"""when michael redgrave giving one best performances cinematic history top",0.0,0.545,0.455,0.8126,positive
31986,"""the year's top acting job",0.0,0.31,0.69,0.2023,positive
31987,,0.0,0.0,0.0,0.0,neutral
31988,"""an overdirected",0.0,0.0,1.0,0.0,neutral
31989,,0.0,0.0,0.0,0.0,neutral
31990,stylized mess.,0.714,0.0,0.286,-0.3612,negative
31991,"""some interesting race-related points raised",0.0,0.403,0.597,0.4019,positive
31992,rousing entertainment directed van peebles rare sense purpose mischief.,0.203,0.228,0.569,0.0772,positive
31993,,0.0,0.0,0.0,0.0,neutral
31994,"""decent western",0.0,0.0,1.0,0.0,neutral
31995,,0.0,0.0,0.0,0.0,neutral
31996,,0.0,0.0,0.0,0.0,neutral
31997,western vanity project,0.487,0.0,0.513,-0.2263,negative
31998,,0.0,0.0,0.0,0.0,neutral
31999,,0.0,0.0,0.0,0.0,neutral
32000,van peebles' second indie rousing hip-hop western flaunts lurid visuals expense coherent narrative sharp characterixation; trivial messy exercise style.,0.175,0.0,0.825,-0.3818,negative
32001,"""so-so oater distinguished van peebles' direction",0.0,0.0,1.0,0.0,neutral
32002,part problem seems van peebles much say.,0.31,0.0,0.69,-0.4019,negative
32003,"""''posse",0.0,0.0,1.0,0.0,neutral
32004,,0.0,0.0,0.0,0.0,neutral
32005,,0.0,0.0,0.0,0.0,neutral
32006,"""this great movie",0.0,0.672,0.328,0.6249,positive
32007,,0.0,0.0,0.0,0.0,neutral
32008,,0.0,0.0,0.0,0.0,neutral
32009,,0.0,0.0,0.0,0.0,neutral
32010,22-12-2002,0.0,0.0,1.0,0.0,neutral
32011,,0.0,0.0,0.0,0.0,neutral
32012,24-04-2003,0.0,0.0,1.0,0.0,neutral
32013,,0.0,0.0,0.0,0.0,neutral
32014,,0.0,0.0,0.0,0.0,neutral
32015,,0.0,0.0,0.0,0.0,neutral
32016,,0.0,0.0,0.0,0.0,neutral
32017,least funny comedy ever created.,0.27,0.505,0.225,0.2718,positive
32018,,0.0,0.0,0.0,0.0,neutral
32019,,0.0,0.0,0.0,0.0,neutral
32020,,0.0,0.0,0.0,0.0,neutral
32021,,0.0,0.0,0.0,0.0,neutral
32022,,0.0,0.0,0.0,0.0,neutral
32023,,0.0,0.0,0.0,0.0,neutral
32024,,0.0,0.0,0.0,0.0,neutral
32025,,0.0,0.0,0.0,0.0,neutral
32026,,0.0,0.0,0.0,0.0,neutral
32027,,0.0,0.0,0.0,0.0,neutral
32028,"""has anyone else noticed apparent subtext black men unstable unreliable",0.217,0.0,0.783,-0.3612,negative
32029,fun time capsule likable cast.,0.0,0.452,0.548,0.5106,positive
32030,,0.0,0.0,0.0,0.0,neutral
32031,"""this first-time screenplay holly goldberg sloan feels like outline",0.0,0.238,0.762,0.3612,positive
32032,"""benjamin gives film sunny",0.0,0.483,0.517,0.4215,positive
32033,"""with absurd story even absurd action set pieces",0.0,0.0,1.0,0.0,neutral
32034,"""a predictably thick-headed",0.0,0.0,1.0,0.0,neutral
32035,"""whether cliffhanger bring stallone's name back top echelon action movie stars yet determined",0.0,0.276,0.724,0.4939,positive
32036,"""no matter many goods actors surround stallone",0.0,0.155,0.845,0.0258,positive
32037,"""cliffhanger device entertain us",0.0,0.434,0.566,0.3182,positive
32038,action filmmaking best -- career high director harlin arguably stallone well.,0.123,0.387,0.491,0.6486,positive
32039,"""tallone co-authored screenplay michael france",0.0,0.0,1.0,0.0,neutral
32040,"""just pull plug judgment",0.0,0.0,1.0,0.0,neutral
32041,"""""""cliffhanger"""" everything expect summer blockbuster starring sylvester stallone--big",0.0,0.358,0.642,0.5994,positive
32042,"""when cliffhanger vertigo thing",0.0,0.0,1.0,0.0,neutral
32043,"""this rote by-the-numbers contribution early-90s glut big",0.0,0.0,1.0,0.0,neutral
32044,one best action thrillers '90s.,0.0,0.639,0.361,0.6486,positive
32045,one sly's best action adventure vehicles.,0.0,0.619,0.381,0.7579,positive
32046,09-08-2002,0.0,0.0,1.0,0.0,neutral
32047,big-scale action adventure plenty blood blasts. resembles shakespeare plays end story almost characters laying pools blood.,0.0,0.235,0.765,0.5106,positive
32048,"""cliffhanger",0.0,0.0,1.0,0.0,neutral
32049,,0.0,0.0,0.0,0.0,neutral
32050,one better stallone spectaculars,0.0,0.492,0.508,0.4404,positive
32051,,0.0,0.0,0.0,0.0,neutral
32052,,0.0,0.0,0.0,0.0,neutral
32053,,0.0,0.0,0.0,0.0,neutral
32054,,0.0,0.0,0.0,0.0,neutral
32055,,0.0,0.0,0.0,0.0,neutral
32056,,0.0,0.0,0.0,0.0,neutral
32057,"""a popcorn summer movie stallone belongs",0.0,0.0,1.0,0.0,neutral
32058,one stallone's best. tense terrific.,0.205,0.624,0.171,0.7096,positive
32059,"""fun undemanding",0.0,0.767,0.233,0.5106,positive
32060,,0.0,0.0,0.0,0.0,neutral
32061,,0.0,0.0,0.0,0.0,neutral
32062,cliffhanger lives title two-hour rollercoaster ride never stops.,0.0,0.171,0.829,0.1139,positive
32063,"""as preposterous """"die hard mountain"""" flick",0.57,0.0,0.43,-0.6486,negative
32064,"""despite don't-look-down olympian settings",0.0,0.0,1.0,0.0,neutral
32065,"""we cliffhanger realism; we're cliffhanging",0.0,0.0,1.0,0.0,neutral
32066,big-budget nonsense still manages provide plenty thrills thanks high-rise settings.,0.179,0.358,0.464,0.4019,positive
32067,"""it may go screen history nail coffin die hard sub-genre",0.398,0.0,0.602,-0.6486,negative
32068,hard think movie feelings divided on.,0.219,0.0,0.781,-0.1027,negative
32069,truly awe-inspiring stunts special effects many suspense sequences leave heart mouth.,0.067,0.544,0.389,0.8625,positive
32070,"""there's visceral charge high-altitude chase scenes",0.0,0.0,1.0,0.0,neutral
32071,high adventure vertigo blend blood bullets make tension-packed tall tale spectacular avalanche dizzying escapism.,0.0,0.15,0.85,0.3182,positive
32072,"""the fact much money lavished thick-headed project represents height fiscal ineptitude",0.0,0.0,1.0,0.0,neutral
32073,"""the cinematography gravity-defying stunt performances exhilarating. story",0.0,0.31,0.69,0.4019,positive
32074,unexpectedly average adventure movie.,0.0,0.434,0.566,0.3182,positive
32075,movies get excited - revved action thrills -- almost feel like flying. cliffhanger makes feel like dropping.,0.0,0.425,0.575,0.8235,positive
32076,"""nothing cliffhanger could possibly surpass terrific opening jolt",0.0,0.307,0.693,0.4767,positive
32077,"""that rasping tension soon smoothed away",0.315,0.0,0.685,-0.3182,negative
32078,"""cliffhanger doubt makes great coming attraction",0.198,0.563,0.238,0.6808,positive
32079,take away mountains howlingly bad action film cornball villain steal massive amount united states currency federal agents.,0.395,0.107,0.498,-0.8176,negative
32080,"""like roller-coaster ride cliffhanger clearly wants",0.0,0.565,0.435,0.6369,positive
32081,movie could also use zing writing.,0.0,0.0,1.0,0.0,neutral
32082,"""cliffhanger damnedest see audience gets money's worth thrills. state-of-the-art stunt work",0.108,0.317,0.576,0.4404,positive
32083,"""its special effects scenery tower dialogue",0.0,0.351,0.649,0.4019,positive
32084,"""if stallone fan 4k enthusiast",0.0,0.615,0.385,0.5859,positive
32085,...cliffhanger kicks enthralling sequence detailing perilous rescue attempt within aforementioned rocky mountains.,0.0,0.231,0.769,0.5106,positive
32086,admittedly frivolous yet highly entertaining action-heavy survivalist thriller.,0.0,0.434,0.566,0.5563,positive
32087,,0.0,0.0,0.0,0.0,neutral
32088,,0.0,0.0,0.0,0.0,neutral
32089,,0.0,0.0,0.0,0.0,neutral
32090,06-01-2004,0.0,0.0,1.0,0.0,neutral
32091,,0.0,0.0,0.0,0.0,neutral
32092,florid direction overdone thesping work in; time give much-used shelley book - subject countless film versions since 1910 16 -minute silent - long rest.,0.0,0.0,1.0,0.0,neutral
32093,average movie improved cruise's star appeal accomplished supporting cast.,0.0,0.597,0.403,0.836,positive
32094,"""a thriller cover tremendously new territory",0.0,0.219,0.781,0.1027,positive
32095,"""an all-star cast otherwise makes largely uninspired",0.0,0.0,1.0,0.0,neutral
32096,"""only read book",0.0,0.0,1.0,0.0,neutral
32097,"""pollack makes solid job",0.0,0.348,0.652,0.1531,positive
32098,"""""""the firm"""" never boring (even almost 2 hours 40 minutes) never really sparkles either.""",0.135,0.122,0.743,-0.0559,negative
32099,"""with screenplay developed story clearly",0.0,0.403,0.597,0.4019,positive
32100,"""two-and-a-half hour movies -- jeez",0.0,0.0,1.0,0.0,neutral
32101,"""very little made written version enjoyable successfully translated screen",0.0,0.466,0.534,0.7269,positive
32102,"""cruise born play company man",0.0,0.375,0.625,0.34,positive
32103,"""the book moved turbo speed. two half hours",0.0,0.0,1.0,0.0,neutral
32104,"""a taut",0.0,0.0,1.0,0.0,neutral
32105,grisham's best novel; grisham's best adaptation.,0.0,0.781,0.219,0.8934,positive
32106,30-08-2002,0.0,0.0,1.0,0.0,neutral
32107,tom cruise legal thriller great entertainment; case closed.,0.0,0.71,0.29,0.8316,positive
32108,"""slick",0.0,0.0,1.0,0.0,neutral
32109,"""a riveting drama",0.0,0.0,1.0,0.0,neutral
32110,moderately entertaining... big step book.,0.0,0.42,0.58,0.4404,positive
32111,11-03-2003,0.0,0.0,1.0,0.0,neutral
32112,"""it non-threatening fun",0.0,0.623,0.377,0.5106,positive
32113,,0.0,0.0,0.0,0.0,neutral
32114,"""the fact hit proves",0.0,0.0,1.0,0.0,neutral
32115,movie extremely long (two hours 34 minutes) slow end feel standing even sitting down.,0.0,0.0,1.0,0.0,neutral
32116,first-class thriller thought-provoking morality play.,0.0,0.559,0.441,0.4215,positive
32117,"""is thriller? never scene 'suspense film' drag heels deplorably",0.184,0.136,0.68,-0.128,negative
32118,,0.0,0.0,0.0,0.0,neutral
32119,,0.0,0.0,0.0,0.0,neutral
32120,,0.0,0.0,0.0,0.0,neutral
32121,,0.0,0.0,0.0,0.0,neutral
32122,,0.0,0.0,0.0,0.0,neutral
32123,,0.0,0.0,0.0,0.0,neutral
32124,,0.0,0.0,0.0,0.0,neutral
32125,,0.0,0.0,0.0,0.0,neutral
32126,,0.0,0.0,0.0,0.0,neutral
32127,30-01-2005,0.0,0.0,1.0,0.0,neutral
32128,cruise top game,0.0,0.474,0.526,0.2023,positive
32129,,0.0,0.0,0.0,0.0,neutral
32130,even tom cruise winner pollack-grisham collaboration.,0.0,0.432,0.568,0.5859,positive
32131,"""adorning film",0.0,0.667,0.333,0.25,positive
32132,starts interesting becomes increasingly hokey silly -- wilford brimley ludicrously cast firm's senior hit man -- intense suspenseful.,0.059,0.251,0.69,0.4404,positive
32133,"""this legal thriller smartly directed well scripted (by hollywood's top writers)",0.0,0.608,0.392,0.743,positive
32134,,0.0,0.0,0.0,0.0,neutral
32135,,0.0,0.0,0.0,0.0,neutral
32136,tom cruise heads tony cast best-seller movie firm start infirm end.,0.0,0.0,1.0,0.0,neutral
32137,firm amusingly satirizes new traditionalist aspirations today's young urban elite -- much lifestyle illusion utter security represents.,0.0,0.23,0.77,0.5413,positive
32138,"""this professional machine movie compresses huge amounts information two half hours screen time. weighed detail",0.0,0.141,0.859,0.3182,positive
32139,smooth adaptation john grisham's giant bestseller destined one summer's strong audience pleasers.,0.0,0.346,0.654,0.6486,positive
32140,first long series unsatisfying grisham adaptations.,0.0,0.0,1.0,0.0,neutral
32141,,0.0,0.0,0.0,0.0,neutral
32142,,0.0,0.0,0.0,0.0,neutral
32143,too-long grisham thriller full adult themes.,0.0,0.219,0.781,0.1027,positive
32144,"""...pits cruise world",0.0,0.0,1.0,0.0,neutral
32145,...a completely passable adaptation never quite becomes classic legal thriller wants be.,0.0,0.24,0.76,0.2878,positive
32146,"""a summer genre movie grown-ups",0.0,0.0,1.0,0.0,neutral
32147,firm soft -- lumpy plotting almost silly times.,0.146,0.0,0.854,-0.0498,negative
32148,"""tom cruise blessed amazing ensemble... screenplay contribution robert towne",0.0,0.524,0.476,0.8271,positive
32149,"""this staid",0.0,0.0,1.0,0.0,neutral
32150,,0.0,0.0,0.0,0.0,neutral
32151,...a drive-in programmer that's run-of-the-mill even period b-flick standards.,0.0,0.0,1.0,0.0,neutral
32152,10-04-2015,0.0,0.0,1.0,0.0,neutral
32153,par gems them! tarantula far better bet giant claw.,0.0,0.285,0.715,0.4926,positive
32154,"""not great film",0.622,0.0,0.378,-0.5096,negative
32155,tightly constructed 83-minute thriller damned fine piece filmmaking,0.241,0.296,0.463,-0.1027,positive
32156,first film truly showed hitchcock capable creating.,0.0,0.658,0.342,0.7717,positive
32157,superb silent thriller,0.0,0.846,0.154,0.6705,positive
32158,,0.0,0.0,0.0,0.0,neutral
32159,,0.0,0.0,0.0,0.0,neutral
32160,,0.0,0.0,0.0,0.0,neutral
32161,quite effective early hitchcock thriller.,0.0,0.615,0.385,0.5849,positive
32162,hitch's overtly hitchcockian silent film ...,0.0,0.0,1.0,0.0,neutral
32163,"""the picture",0.0,0.0,1.0,0.0,neutral
32164,"""hitchcock's third film first suspense movie",0.0,0.0,1.0,0.0,neutral
32165,22-04-2009,0.0,0.0,1.0,0.0,neutral
32166,"""beauty protected destroyed",0.323,0.677,0.0,0.5423,positive
32167,brilliant visual touches.,0.0,0.655,0.345,0.5859,positive
32168,"""make allowances ivor novello's hammy acting mysterious lodger wrongly accused killings",0.427,0.0,0.573,-0.7717,negative
32169,sawhney's score brings contemporary melodies hitch's silent delight.,0.0,0.358,0.642,0.5994,positive
32170,"""this restoration hitchcock's 1926 silent melodrama offers gripping prehistory work",0.0,0.0,1.0,0.0,neutral
32171,"""one hitch fans",0.0,0.0,1.0,0.0,neutral
32172,truly creepy cast adds suspense.,0.0,0.42,0.58,0.4404,positive
32173,"""even obvious debt german expressionism",0.385,0.0,0.615,-0.3612,negative
32174,"""though story remade many times",0.0,0.0,1.0,0.0,neutral
32175,hitchcock's underrated movie.,0.0,0.0,1.0,0.0,neutral
32176,"""alfred hitchcock already directed couple films helming lodger",0.0,0.0,1.0,0.0,neutral
32177,"""hitchcock began title designer art director graduating director's chair draws talents",0.0,0.231,0.769,0.4588,positive
32178,"""the tale unfolds swiftly plenty twists",0.0,0.306,0.694,0.296,positive
32179,,0.0,0.0,0.0,0.0,neutral
32180,,0.0,0.0,0.0,0.0,neutral
32181,"""should satisfy rudolph fans",0.0,0.5,0.5,0.4588,positive
32182,,0.0,0.0,0.0,0.0,neutral
32183,original film.,0.0,0.697,0.303,0.3182,positive
32184,,0.0,0.0,0.0,0.0,neutral
32185,"""typically twisted rudolph",0.0,0.0,1.0,0.0,neutral
32186,,0.0,0.0,0.0,0.0,neutral
32187,"""though socially-minded concern moral decay urban society",0.31,0.0,0.69,-0.4019,negative
32188,,0.0,0.0,0.0,0.0,neutral
32189,,0.0,0.0,0.0,0.0,neutral
32190,,0.0,0.0,0.0,0.0,neutral
32191,,0.0,0.0,0.0,0.0,neutral
32192,finetv production merman vehicle divine bette great form.,0.0,0.562,0.438,0.8271,positive
32193,"""the question",0.0,0.0,1.0,0.0,neutral
32194,packs quite wallop.,0.0,0.0,1.0,0.0,neutral
32195,,0.0,0.0,0.0,0.0,neutral
32196,,0.0,0.0,0.0,0.0,neutral
32197,,0.0,0.0,0.0,0.0,neutral
32198,"""the hothouse atmosphere permeates every scene",0.0,0.0,1.0,0.0,neutral
32199,"""sometimes vast fortune",0.0,0.0,1.0,0.0,neutral
32200,26-07-2002,0.0,0.0,1.0,0.0,neutral
32201,,0.0,0.0,0.0,0.0,neutral
32202,,0.0,0.0,0.0,0.0,neutral
32203,"""although wide sargasso sea poetic film",0.0,0.0,1.0,0.0,neutral
32204,poignant study war sexes,0.565,0.0,0.435,-0.5994,negative
32205,drags unbearably,0.63,0.0,0.37,-0.1779,negative
32206,,0.0,0.0,0.0,0.0,neutral
32207,"""a strange",0.643,0.0,0.357,-0.2023,negative
32208,,0.0,0.0,0.0,0.0,neutral
32209,uneven ultimately engrossing feature.,0.0,0.0,1.0,0.0,neutral
32210,,0.0,0.0,0.0,0.0,neutral
32211,"""it's tale oppression (of women colonials)",0.0,0.0,1.0,0.0,neutral
32212,"""at heart",0.0,0.808,0.192,0.6369,positive
32213,"""the film dies",0.0,0.0,1.0,0.0,neutral
32214,"""lombard weak central role. although character's mind supposed stake",0.266,0.0,0.734,-0.4404,negative
32215,"""the movie earnest",0.0,0.623,0.377,0.5106,positive
32216,"""risking clich",0.697,0.0,0.303,-0.3182,negative
32217,"""the story familiar",0.0,0.0,1.0,0.0,neutral
32218,secret garden least two things going it: remarkable acting mesmerizing cinematography (by roger deakins).,0.0,0.217,0.783,0.5574,positive
32219,"""holland perfectly captures mood dismally ugly cloyingly sweet",0.213,0.465,0.323,0.5994,positive
32220,"""it work beauty",0.0,0.655,0.345,0.5859,positive
32221,"""what pleasure -- challenge filmmakers -- come movie exists primarily ambience",0.0,0.357,0.643,0.6124,positive
32222,"""the young actors quite proficient un-sappy -- fault often seem like chessmen moved around director's board",0.141,0.13,0.729,-0.0516,negative
32223,,0.0,0.0,0.0,0.0,neutral
32224,26-07-2002,0.0,0.0,1.0,0.0,neutral
32225,"""an earth-cherishing drama restorative powers nature",0.0,0.0,1.0,0.0,neutral
32226,"""the secret garden' delightful film children",0.0,0.432,0.568,0.5859,positive
32227,"""ms. holland's film secret garden elegantly expressive",0.0,0.326,0.674,0.4404,positive
32228,,0.0,0.0,0.0,0.0,neutral
32229,,0.0,0.0,0.0,0.0,neutral
32230,07-04-2004,0.0,0.0,1.0,0.0,neutral
32231,13-05-2004,0.0,0.0,1.0,0.0,neutral
32232,12-11-2004,0.0,0.0,1.0,0.0,neutral
32233,,0.0,0.0,0.0,0.0,neutral
32234,"""with well-judged performances played straight",0.0,0.589,0.411,0.5106,positive
32235,what's truly marvelous victorian fable wonderful performances child actors.,0.0,0.636,0.364,0.8885,positive
32236,"""it",0.0,0.0,1.0,0.0,neutral
32237,"""executed near perfection artistic departments",0.0,0.481,0.519,0.5719,positive
32238,"""great book",0.0,0.804,0.196,0.6249,positive
32239,"""the result instant classic -- rich",0.0,0.419,0.581,0.5574,positive
32240,"""while drawing superb performances young leads",0.0,0.451,0.549,0.6249,positive
32241,"""the film retains gothic atmosphere book looks amazing",0.0,0.352,0.648,0.5859,positive
32242,"""that`s upscale marketing concept teenage mutant ninja turtles",0.0,0.0,1.0,0.0,neutral
32243,"""the movie's dark themes",0.0,0.0,1.0,0.0,neutral
32244,"""this enchanted tale vividly shows love heals nurtures barren souls",0.0,0.581,0.419,0.8658,positive
32245,"""rather fresh breeze",0.0,0.535,0.465,0.3182,positive
32246,"""though get laborious",0.0,0.0,1.0,0.0,neutral
32247,kids' movie aims something richer saturday-matinee escapism smiling whales preschool ninjas -- actually captures mystery childhood -- ought embraced. whatever peculiarities.,0.0,0.294,0.706,0.7579,positive
32248,"""it's moviemakers trying cook new age yorkshire pudding",0.0,0.0,1.0,0.0,neutral
32249,"""what magic comes odd",0.434,0.0,0.566,-0.3182,negative
32250,lavish treatment originated coppola's zoetrope studio follows several successful films made family audiences.,0.0,0.241,0.759,0.5859,positive
32251,"""an intelligently conceived finely crafted picture g rating",0.0,0.3,0.7,0.4588,positive
32252,"""screenwriter caroline thompson director agnieszka holland turned frances hodgson burnett's rather gothic 1911 children's book evocative",0.0,0.0,1.0,0.0,neutral
32253,"""the film gorgeous look",0.0,0.571,0.429,0.6124,positive
32254,"""the movie enchants",0.0,0.0,1.0,0.0,neutral
32255,"""the film charm",0.0,0.574,0.426,0.4019,positive
32256,"""visually",0.0,0.0,1.0,0.0,neutral
32257,,0.0,0.0,0.0,0.0,neutral
32258,,0.0,0.0,0.0,0.0,neutral
32259,,0.0,0.0,0.0,0.0,neutral
32260,"""there's denying also all-around crowd-pleaser",0.375,0.0,0.625,-0.34,negative
32261,true weirdness movie comes begin realize director make everything up; real life could possibly inspired world bizarre.,0.181,0.259,0.56,0.4215,positive
32262,,0.0,0.0,0.0,0.0,neutral
32263,feel good movie two daring souls break new ground letting fear close down.,0.172,0.29,0.538,0.296,positive
32264,"""there weird movies dancing",0.362,0.0,0.638,-0.1779,negative
32265,"""ten years ago",0.0,0.0,1.0,0.0,neutral
32266,"""the plot predictable",0.0,0.0,1.0,0.0,neutral
32267,"""a delightful confection baz luhrmann",0.0,0.487,0.513,0.5859,positive
32268,occasional lack coherence inhibits ability truly embrace actors twinkle-toed exploits,0.344,0.428,0.228,0.352,positive
32269,17-10-2002,0.0,0.0,1.0,0.0,neutral
32270,,0.0,0.0,0.0,0.0,neutral
32271,,0.0,0.0,0.0,0.0,neutral
32272,"""funny",0.0,1.0,0.0,0.4404,positive
32273,20-05-2003,0.0,0.0,1.0,0.0,neutral
32274,great dance movie preview lurhmann capable future.,0.0,0.573,0.427,0.7717,positive
32275,"""more fun ballroom enthusiasts rest us; cheeky",0.0,0.556,0.444,0.7397,positive
32276,,0.0,0.0,0.0,0.0,neutral
32277,"""lots laughs",0.0,0.762,0.238,0.4939,positive
32278,,0.0,0.0,0.0,0.0,neutral
32279,,0.0,0.0,0.0,0.0,neutral
32280,,0.0,0.0,0.0,0.0,neutral
32281,,0.0,0.0,0.0,0.0,neutral
32282,,0.0,0.0,0.0,0.0,neutral
32283,,0.0,0.0,0.0,0.0,neutral
32284,"""though made fraction [moulin rouge]'s budget big stars",0.0,0.0,1.0,0.0,neutral
32285,,0.0,0.0,0.0,0.0,neutral
32286,,0.0,0.0,0.0,0.0,neutral
32287,"""the exuberant film breezy",0.0,0.559,0.441,0.5859,positive
32288,fabulous comedy-romance,0.0,0.773,0.227,0.5267,positive
32289,,0.0,0.0,0.0,0.0,neutral
32290,australian classic - deservedly so!,0.0,0.0,1.0,0.0,neutral
32291,"""listen rhythm heart strictly ballroom",0.0,0.512,0.488,0.6369,positive
32292,crow-pleaster hat took inernational festival circuit storm put aussie filmmaker luhrmann map talent watch.,0.0,0.333,0.667,0.7184,positive
32293,,0.0,0.0,0.0,0.0,neutral
32294,"""so reserved luhrmann director",0.0,0.0,1.0,0.0,neutral
32295,baz luhrman nothing short national filmmaking treasure.,0.0,0.268,0.732,0.296,positive
32296,"""the music ranges good old-fashioned schmaltz amplified synthesized elevator stuff",0.0,0.244,0.756,0.4404,positive
32297,delight.,0.0,1.0,0.0,0.5994,positive
32298,clear right get-go luhrmann looking deviate flashiness would come define career...,0.0,0.206,0.794,0.3818,positive
32299,...touching disarmingly lyrical...,0.0,0.0,1.0,0.0,neutral
32300,"""when brain cells shed making movie",0.0,0.0,1.0,0.0,neutral
32301,"""[priestley] tries hard",0.412,0.0,0.588,-0.1027,negative
32302,"""the filmmakers",0.0,0.0,1.0,0.0,neutral
32303,"""either calendar girl blatant attempt showcase jason priestley (of beverly hills 90210 fame)",0.0,0.195,0.805,0.4404,positive
32304,calendar girl clearly waiting catch next ride video oblivion.,0.0,0.252,0.748,0.4019,positive
32305,good movie jason priestley lead.,0.0,0.42,0.58,0.4404,positive
32306,,0.0,0.0,0.0,0.0,neutral
32307,"""unfunny",0.0,0.0,1.0,0.0,neutral
32308,"""other films",0.0,0.0,1.0,0.0,neutral
32309,seen before.,0.0,0.0,1.0,0.0,neutral
32310,"""poor teen period piece. enough marilyn monroe",0.341,0.0,0.659,-0.4767,negative
32311,"""masquerading wild romantic adventure",0.0,0.714,0.286,0.6124,positive
32312,"""the film revives voyeuristic smarminess early-'80s spring-break comedies",0.0,0.469,0.531,0.6486,positive
32313,"""sweet airy pleasantly nostalgic",0.0,0.753,0.247,0.7269,positive
32314,"""as",0.0,0.0,1.0,0.0,neutral
32315,hackneyed period comedy.,0.0,0.556,0.444,0.3612,positive
32316,can't agree let marilyn monroe rest peace?,0.199,0.33,0.471,0.3378,positive
32317,"""in meant-to-be-charming saga youthful adventure set 1962",0.0,0.479,0.521,0.5574,positive
32318,"""on film",0.0,0.0,1.0,0.0,neutral
32319,"""one russell's less successful art movies",0.0,0.412,0.588,0.5434,positive
32320,,0.0,0.0,0.0,0.0,neutral
32321,21-01-2004,0.0,0.0,1.0,0.0,neutral
32322,,0.0,0.0,0.0,0.0,neutral
32323,"""you get like henri sophia",0.0,0.385,0.615,0.3612,positive
32324,"""russell takes mystique away art",0.0,0.0,1.0,0.0,neutral
32325,,0.0,0.0,0.0,0.0,neutral
32326,henri's interesting relationship ageing authoress sophie brzeska lost director's overriding credo art films matter much energy exert.,0.108,0.278,0.613,0.3818,positive
32327,"""it's sort grade b melodrama john barrymore would played heavily",0.0,0.211,0.789,0.34,positive
32328,"""[ken] russell",0.0,0.0,1.0,0.0,neutral
32329,oh man! bad!,0.671,0.0,0.329,-0.6229,negative
32330,,0.0,0.0,0.0,0.0,neutral
32331,,0.0,0.0,0.0,0.0,neutral
32332,unpersuasive shallow.,0.0,0.0,1.0,0.0,neutral
32333,watchable camp value.,0.0,0.545,0.455,0.34,positive
32334,"""most screentime goes michael biehn",0.0,0.0,1.0,0.0,neutral
32335,"""the key film's success acting",0.0,0.481,0.519,0.5719,positive
32336,"""the movie uneven",0.0,0.0,1.0,0.0,neutral
32337,kenneth branagh's return shakespeare captures bard's captivating comic romance peak flavor.,0.0,0.265,0.735,0.5574,positive
32338,"""a lusty",0.0,0.0,1.0,0.0,neutral
32339,pace fast shakespeare pleases much.,0.0,0.403,0.597,0.4019,positive
32340,good news audience much fun players one.,0.0,0.554,0.446,0.7351,positive
32341,"""somehow",0.0,0.0,1.0,0.0,neutral
32342,"""director branagh",0.0,0.0,1.0,0.0,neutral
32343,"""this film cements branagh's status great director shakespeare",0.0,0.369,0.631,0.6249,positive
32344,"""the picture overripe",0.0,0.0,1.0,0.0,neutral
32345,one longs genuine bursts cinematic poetry instead overemphatic gusto.,0.0,0.0,1.0,0.0,neutral
32346,,0.0,0.0,0.0,0.0,neutral
32347,inventively celebrates sense heightened vitality core shakespeare's comedies.,0.0,0.635,0.365,0.8271,positive
32348,branagh proves out-shakespeare even bard himself.,0.0,0.0,1.0,0.0,neutral
32349,"""all-star laughs",0.0,0.762,0.238,0.4939,positive
32350,17-10-2002,0.0,0.0,1.0,0.0,neutral
32351,perfectly classic remarkably fresh.,0.0,0.773,0.227,0.7778,positive
32352,"""a fun adaptation shakespeare suffers unfortunate casting",0.455,0.246,0.299,-0.4215,negative
32353,,0.0,0.0,0.0,0.0,neutral
32354,,0.0,0.0,0.0,0.0,neutral
32355,,0.0,0.0,0.0,0.0,neutral
32356,wonderful rendering shakespeare's comedy. branagh thompson shine. wish could say keanu.,0.0,0.527,0.473,0.836,positive
32357,kenneth branagh...has done again.,0.0,0.0,1.0,0.0,neutral
32358,lot fun! branagh excellent bringing shakespeare's comedy life.,0.0,0.662,0.338,0.8687,positive
32359,"""unevenly cast ebulliently filmed",0.0,0.0,1.0,0.0,neutral
32360,,0.0,0.0,0.0,0.0,neutral
32361,film going entertain even viewers care little shakespeare care comedies even less.,0.0,0.576,0.424,0.8707,positive
32362,,0.0,0.0,0.0,0.0,neutral
32363,,0.0,0.0,0.0,0.0,neutral
32364,01-05-2004,0.0,0.0,1.0,0.0,neutral
32365,,0.0,0.0,0.0,0.0,neutral
32366,,0.0,0.0,0.0,0.0,neutral
32367,,0.0,0.0,0.0,0.0,neutral
32368,,0.0,0.0,0.0,0.0,neutral
32369,"""there's much commend branagh's pruned",0.0,0.42,0.58,0.4404,positive
32370,"""although kenneth branagh's interpretation much make shakespeare's play comprehensible",0.0,0.231,0.769,0.34,positive
32371,,0.0,0.0,0.0,0.0,neutral
32372,continuously enjoyable action-filled opening dazzling final shot...,0.0,0.326,0.674,0.4404,positive
32373,joyous romp whose forced jollity occasionally wearing.,0.216,0.496,0.288,0.5994,positive
32374,fault branagh's enthusiasm successful campaign bring bard masses.,0.188,0.465,0.347,0.6124,positive
32375,branagh's highly entertaining accessible take one bard's zestiest comedies. [blu-ray],0.0,0.424,0.576,0.7089,positive
